"","Organization.Name","Business.Category","Approved.Budget.of.the.Contract","Item.Name","Item.Desc","Quantity","Item.Budget"
"425","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Hemostatic Absorbable Gelatin Sponge 70mmx50mmx10m","GENERAL SURGERY",60," 18,000.00 "
"426","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Hydrocolloid extra thin wound dressing,  7.5 x 7.5","GENERAL SURGERY",200," 20,000.00 "
"427","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Fine intestinal needles, size 3","GENERAL SURGERY",2," 5,710.00 "
"428","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Low temperature sterilization tubings 6""x100 roll","GENERAL SURGERY",4," 38,000.00 "
"429","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Low temperature sterilization tubings 9""x100 roll","GENERAL SURGERY",4," 60,000.00 "
"430","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Surgical marker","GENERAL SURGERY",40," 18,000.00 "
"431","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","T tube s.14","GENERAL SURGERY",30," 6,600.00 "
"432","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","T tube s.16","GENERAL SURGERY",30," 6,600.00 "
"433","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","T tube s.18","GENERAL SURGERY",30," 6,600.00 "
"434","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Toomey syringe","GENERAL SURGERY",40," 5,200.00 "
"435","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","V 241 self contained indicator for V-pro sterilize","GENERAL SURGERY",4," 12,800.00 "
"436","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Monofilament Absorbable Glyconaete  1-0, round","SUTURES",36," 14,400.00 "
"437","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Gum elastic Bougie, adult 70cm 10Fr","GENERAL MEDICAL SUPPLIES",10," 10,000.00 "
"438","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Headband for post partum mothers, 1-2 inches width","GENERAL MEDICAL SUPPLIES",3000," 75,000.00 "
"439","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Hydrogen Peroxide Aqueous solution 59% with Hydrog","GENERAL MEDICAL SUPPLIES",24," 864,000.00 "
"440","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","IV Extension line, single lumen, with needle free","GENERAL MEDICAL SUPPLIES",200," 60,000.00 "
"441","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Medication cup, plastic w/ calibration, 30ml","GENERAL MEDICAL SUPPLIES",2000," 5,000.00 "
"442","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Multi-function Electrode Pads, Disposable x5pairs/","GENERAL MEDICAL SUPPLIES",20," 60,000.00 "
"443","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Neuro-diagnostic Electrode Paste 8oz - 10oz per ja","GENERAL MEDICAL SUPPLIES",24," 38,400.00 "
"444","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Liver Biopsy set","GENERAL MEDICAL SUPPLIES",20," 40,000.00 "
"445","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Ostomy system, Flexible wafer  57mm","GENERAL MEDICAL SUPPLIES",150," 13,500.00 "
"446","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Ostomy system, Drainable pouch  57mm","GENERAL MEDICAL SUPPLIES",150," 21,000.00 "
"447","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Pipette, Endometrial Sampling Device x25's","GENERAL MEDICAL SUPPLIES",2," 16,000.00 "
"448","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Polyethylene Bottle, at least 60ml","GENERAL MEDICAL SUPPLIES",60," 540.00 "
"449","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Probe tips for hearing test machine (otoread by in","GENERAL MEDICAL SUPPLIES",100," 10,000.00 "
"450","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Probe tips, disposable, otodynamic (for hearing ma","GENERAL MEDICAL SUPPLIES",50," 5,000.00 "
"451","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Probe tube Part No. 8104159 (otoread by interacous","GENERAL MEDICAL SUPPLIES",150," 15,000.00 "
"452","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Propan-2-ol, Benzalkonium Chloride in 1L spray Ski","GENERAL MEDICAL SUPPLIES",150," 292,500.00 "
"453","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Ram Cannula","GENERAL MEDICAL SUPPLIES",500," 50,000.00 "
"454","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Skin prep abrasive gel 4-5oz/tube","GENERAL MEDICAL SUPPLIES",24," 24,000.00 "
"455","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Specimen cup w/ cover, 60ml, Sterile","GENERAL MEDICAL SUPPLIES",15000," 120,000.00 "
"456","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Spinal Manometer w/ 3-way stopcock","GENERAL MEDICAL SUPPLIES",25," 25,000.00 "
"457","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy mask, Adult with tubing","GENERAL MEDICAL SUPPLIES",100," 20,000.00 "
"458","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy tube cuffed, fenestrated, size 6.5","GENERAL MEDICAL SUPPLIES",6," 21,000.00 "
"459","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy tube cuffed, fenestrated, size 7.0","GENERAL MEDICAL SUPPLIES",40," 140,000.00 "
"460","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy care kit","GENERAL MEDICAL SUPPLIES",10," 5,000.00 "
"461","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy tube cuffed, fenestrated, size 7.5","GENERAL MEDICAL SUPPLIES",20," 70,000.00 "
"462","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Ultrasound probe cover 100pcs/box","GENERAL MEDICAL SUPPLIES",5," 4,750.00 "
"463","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Umbillical Catheter, at least 37cm, single lumen w","GENERAL MEDICAL SUPPLIES",40," 14,000.00 "
"464","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Umbillical Catheter, at least 37cm, single lumen w","GENERAL MEDICAL SUPPLIES",200," 70,000.00 "
"465","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Zinc oxide tape, tan coloured, waterproof, dirt re","GENERAL MEDICAL SUPPLIES",40," 12,800.00 "
"466","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Carbon dioxide absorber, at least 18 kgs or 18 lit","ANESTHESIA",5," 41,000.00 "
"467","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","ETCO2 Capnography Sampling line","ANESTHESIA",120," 72,000.00 "
"468","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Nasopharyngeal Airways, fr.26","ANESTHESIA",40," 16,200.00 "
"469","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Nasopharyngeal Airways, fr.28","ANESTHESIA",20," 8,100.00 "
"470","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Nasopharyngeal Airways, fr.30","ANESTHESIA",4," 1,620.00 "
"471","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Nasopharyngeal Airways, fr.32","ANESTHESIA",4," 1,620.00 "
"472","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","2 cut Surgical Cottonoids","NEURO/ORTHO SURGERY",20," 1,600.00 "
"473","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Neurosurgical - Patty 1"" x  3""","NEURO/ORTHO SURGERY",20," 19,600.00 "
"474","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Neurosurgical - Patty 1 1/2"" x  3""","NEURO/ORTHO SURGERY",20," 19,600.00 "
"475","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Drill bit,  2","NEURO/ORTHO SURGERY",2," 2,600.00 "
"476","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Fiber glass casting tape 3""","NEURO/ORTHO SURGERY",150," 105,000.00 "
"477","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Fiber glass casting tape 4""","NEURO/ORTHO SURGERY",150," 135,000.00 "
"478","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Suction Catheter fr.14","GENERAL MEDICAL SUPPLIES",4000," 48,000.00 "
"479","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Breast milk storage bag, self standing, double loc","GENERAL MEDICAL SUPPLIES",600," 18,000.00 "
"480","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 4, 20 cm, Double Lumen","GENERAL MEDICAL SUPPLIES",9," 46,800.00 "
"481","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Baby bath soap, liquid, hypoallergenic, at least 6","GENERAL MEDICAL SUPPLIES",400," 32,000.00 "
"482","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 5, 8 cm, Double Lumen","GENERAL MEDICAL SUPPLIES",9," 46,800.00 "
"483","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 5, 13 cm, Double Lumen","GENERAL MEDICAL SUPPLIES",4," 20,800.00 "
"484","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 5, 13 cm, Triple Lumen","GENERAL MEDICAL SUPPLIES",4," 20,800.00 "
"485","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 5, 20 cm, Double Lumen","GENERAL MEDICAL SUPPLIES",4," 20,800.00 "
"486","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 5, 20 cm, Triple Lumen","GENERAL MEDICAL SUPPLIES",4," 20,800.00 "
"487","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 3, 10 cm, Single Lumen","GENERAL MEDICAL SUPPLIES",4," 20,800.00 "
"488","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cervical Collar, Rigid, with inner foam, adjustabl","GENERAL MEDICAL SUPPLIES",6," 8,400.00 "
"489","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cervical collar, Philadelphia (Tracheostomy Collar","GENERAL MEDICAL SUPPLIES",12," 26,400.00 "
"490","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cervical Dillator, Laminaria tent 2mm, Small","GENERAL MEDICAL SUPPLIES",40," 84,000.00 "
"491","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cervical Dillator, Laminaria tent 4mm, Medium","GENERAL MEDICAL SUPPLIES",40," 84,000.00 "
"492","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Chest drain valve, 30ml, disposable","GENERAL MEDICAL SUPPLIES",24," 84,000.00 "
"493","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Closed suction system for Pediatric Fr.5","GENERAL MEDICAL SUPPLIES",170," 255,000.00 "
"494","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Closed suction system for Pediatric Fr.6","GENERAL MEDICAL SUPPLIES",170," 255,000.00 "
"495","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Closed suction system for Pediatric Fr.8","GENERAL MEDICAL SUPPLIES",170," 255,000.00 "
"496","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Defibrillator pads/external pacing compatible with","GENERAL MEDICAL SUPPLIES",20," 104,000.00 "
"497","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Foley Catheter, Mushroom fr.24","GENERAL MEDICAL SUPPLIES",6," 1,080.00 "
"498","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric tube, Siliconized, Fr. 5 or","GENERAL MEDICAL SUPPLIES",10," 2,000.00 "
"499","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric tube, Siliconized, Fr. 8","GENERAL MEDICAL SUPPLIES",10," 2,000.00 "
"500","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric tube, Siliconized, Fr. 12","GENERAL MEDICAL SUPPLIES",10," 2,000.00 "
"501","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric tube, Siliconized, Fr. 16","GENERAL MEDICAL SUPPLIES",180," 36,000.00 "
"502","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Eartips for Newborn Hearing, Disposable, small, ye","GENERAL MEDICAL SUPPLIES",150," 30,000.00 "
"503","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Formaldehyde 10% Neutral Buffered, at least 1 gall","GENERAL MEDICAL SUPPLIES",16," 16,000.00 "
"504","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Gauze Bandage 6""x10yards","GENERAL MEDICAL SUPPLIES",250," 7,000.00 "
"505","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Glass slide, 72/box","GENERAL MEDICAL SUPPLIES",100," 4,800.00 "
"506","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric tube, Siliconized, Fr. 10","GENERAL MEDICAL SUPPLIES",10," 2,000.00 "
"507","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Mosquito Straight Forcep,              4"" to 5 3/4","MEDICAL INSTRUMENTS ",2," 1,600.00 "
"508","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Closed suction system for Pediatric Fr.12","GENERAL MEDICAL SUPPLIES",70," 105,000.00 "
"509","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Central line catheter Fr. 4, 13 cm, Double Lumen","GENERAL MEDICAL SUPPLIES",9," 46,800.00 "
"510","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Laryngeal Mask Airway size 4.0","ANESTHESIA",50," 120,000.00 "
"511","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Safety goggles closed with elastic bands","COVID RELATED",12000," 1,800,000.00 "
"512","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Insulin Syringe 1ml w/ needle g.29 x 1/2""","GENERAL MEDICAL SUPPLIES",15000," 112,500.00 "
"513","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","2% Hydroxypropyl Methylcellulose Ophthalmic Soluti","OPHTHA",720," 252,000.00 "
"514","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","ECG Recording Paper (Z Fold 210mm x 140mm, at leas","GENERAL MEDICAL SUPPLIES",300," 225,000.00 "
"515","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Bacterial Filter for Mechanical Vent, Universal, D","GENERAL MEDICAL SUPPLIES",1000," 180,000.00 "
"516","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Endobronchial/tube, Double lumen  left sided, size","ANESTHESIA",2," 15,600.00 "
"517","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Applicator Tip, Branded 100s","DENTAL",10," 2,400.00 "
"518","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","K-wire 0.035","NEURO/ORTHO SURGERY",40," 16,000.00 "
"519","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Rubber catheter, straight Fr. 12","GENERAL MEDICAL SUPPLIES",10," 180.00 "
"520","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","ECG paper 50mmx30m","GENERAL MEDICAL SUPPLIES",400," 19,200.00 "
"521","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Bone marrow aspirate needle G15","GENERAL MEDICAL SUPPLIES",30," 63,000.00 "
"522","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Rubber catheter, straight Fr. 14","GENERAL MEDICAL SUPPLIES",100," 1,800.00 "
"523","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","CVP set with Manometer","GENERAL MEDICAL SUPPLIES",12," 12,000.00 "
"524","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tissue Forceps, 5 inches","MEDICAL INSTRUMENTS ",4," 2,400.00 "
"525","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Towel, Green, 24"" x 17"", Oxford cloth, printed wit","LINEN SUPPLIES",100," 25,000.00 "
